"path","line","category","text"
"extern\include\d3dx9math.h","1141","E: external artifact / not included by normal D3D9-free build","CONST D3DXQUATERNION *pQ2, FLOAT t );"
"extern\include\d3dx9math.h","1145","E: external artifact / not included by normal D3D9-free build","D3DXQUATERNION* WINAPI D3DXQuaternionSquad"
"extern\include\d3dx9math.h","1146","E: external artifact / not included by normal D3D9-free build","( D3DXQUATERNION *pOut, CONST D3DXQUATERNION *pQ1,"
"extern\include\d3dx9math.h","1147","E: external artifact / not included by normal D3D9-free build","CONST D3DXQUATERNION *pA, CONST D3DXQUATERNION *pB,"
"extern\include\d3dx9math.h","1148","E: external artifact / not included by normal D3D9-free build","CONST D3DXQUATERNION *pC, FLOAT t );"
"extern\include\d3dx9math.h","1153","E: external artifact / not included by normal D3D9-free build","void WINAPI D3DXQuaternionSquadSetup"
"extern\include\d3dx9math.h","1154","E: external artifact / not included by normal D3D9-free build","( D3DXQUATERNION *pAOut, D3DXQUATERNION *pBOut, D3DXQUATERNION *pCOut,"
"extern\include\d3dx9math.h","1155","E: external artifact / not included by normal D3D9-free build","CONST D3DXQUATERNION *pQ0, CONST D3DXQUATERNION *pQ1,"
"extern\include\d3dx9math.h","1156","E: external artifact / not included by normal D3D9-free build","CONST D3DXQUATERNION *pQ2, CONST D3DXQUATERNION *pQ3 );"
"extern\include\d3dx9math.h","1160","E: external artifact / not included by normal D3D9-free build","D3DXQUATERNION* WINAPI D3DXQuaternionBaryCentric"
"extern\include\d3dx9math.h","1161","E: external artifact / not included by normal D3D9-free build","( D3DXQUATERNION *pOut, CONST D3DXQUATERNION *pQ1,"
"extern\include\d3dx9math.h","1162","E: external artifact / not included by normal D3D9-free build","CONST D3DXQUATERNION *pQ2, CONST D3DXQUATERNION *pQ3,"
"extern\include\d3dx9math.h","1177","E: external artifact / not included by normal D3D9-free build","FLOAT D3DXPlaneDot"
"extern\include\d3dx9math.h","1178","E: external artifact / not included by normal D3D9-free build","( CONST D3DXPLANE *pP, CONST D3DXVECTOR4 *pV);"
"extern\include\d3dx9math.h","1181","E: external artifact / not included by normal D3D9-free build","FLOAT D3DXPlaneDotCoord"
"extern\include\d3dx9math.h","1182","E: external artifact / not included by normal D3D9-free build","( CONST D3DXPLANE *pP, CONST D3DXVECTOR3 *pV);"
"extern\include\d3dx9math.h","1185","E: external artifact / not included by normal D3D9-free build","FLOAT D3DXPlaneDotNormal"
"extern\include\d3dx9math.h","1186","E: external artifact / not included by normal D3D9-free build","( CONST D3DXPLANE *pP, CONST D3DXVECTOR3 *pV);"
"extern\include\d3dx9math.h","1188","E: external artifact / not included by normal D3D9-free build","D3DXPLANE* D3DXPlaneScale"
"extern\include\d3dx9math.h","1189","E: external artifact / not included by normal D3D9-free build","(D3DXPLANE *pOut, CONST D3DXPLANE *pP, FLOAT s);"
"extern\include\d3dx9math.h","1197","E: external artifact / not included by normal D3D9-free build","D3DXPLANE* WINAPI D3DXPlaneNormalize"
"extern\include\d3dx9math.h","1198","E: external artifact / not included by normal D3D9-free build","( D3DXPLANE *pOut, CONST D3DXPLANE *pP);"
"extern\include\d3dx9math.h","1202","E: external artifact / not included by normal D3D9-free build","D3DXVECTOR3* WINAPI D3DXPlaneIntersectLine"
"extern\include\d3dx9math.h","1203","E: external artifact / not included by normal D3D9-free build","( D3DXVECTOR3 *pOut, CONST D3DXPLANE *pP, CONST D3DXVECTOR3 *pV1,"
"extern\include\d3dx9math.h","1204","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pV2);"
"extern\include\d3dx9math.h","1207","E: external artifact / not included by normal D3D9-free build","D3DXPLANE* WINAPI D3DXPlaneFromPointNormal"
"extern\include\d3dx9math.h","1208","E: external artifact / not included by normal D3D9-free build","( D3DXPLANE *pOut, CONST D3DXVECTOR3 *pPoint, CONST D3DXVECTOR3 *pNormal);"
"extern\include\d3dx9math.h","1211","E: external artifact / not included by normal D3D9-free build","D3DXPLANE* WINAPI D3DXPlaneFromPoints"
"extern\include\d3dx9math.h","1212","E: external artifact / not included by normal D3D9-free build","( D3DXPLANE *pOut, CONST D3DXVECTOR3 *pV1, CONST D3DXVECTOR3 *pV2,"
"extern\include\d3dx9math.h","1213","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pV3);"
"extern\include\d3dx9math.h","1217","E: external artifact / not included by normal D3D9-free build","D3DXPLANE* WINAPI D3DXPlaneTransform"
"extern\include\d3dx9math.h","1218","E: external artifact / not included by normal D3D9-free build","( D3DXPLANE *pOut, CONST D3DXPLANE *pP, CONST D3DXMATRIX *pM );"
"extern\include\d3dx9math.h","1222","E: external artifact / not included by normal D3D9-free build","D3DXPLANE* WINAPI D3DXPlaneTransformArray"
"extern\include\d3dx9math.h","1223","E: external artifact / not included by normal D3D9-free build","( D3DXPLANE *pOut, UINT OutStride, CONST D3DXPLANE *pP, UINT PStride, CONST D3DXMATRIX *pM, UINT n );"
"extern\include\d3dx9math.h","1237","E: external artifact / not included by normal D3D9-free build","D3DXCOLOR* D3DXColorNegative"
"extern\include\d3dx9math.h","1238","E: external artifact / not included by normal D3D9-free build","(D3DXCOLOR *pOut, CONST D3DXCOLOR *pC);"
"extern\include\d3dx9math.h","1240","E: external artifact / not included by normal D3D9-free build","D3DXCOLOR* D3DXColorAdd"
"extern\include\d3dx9math.h","1241","E: external artifact / not included by normal D3D9-free build","(D3DXCOLOR *pOut, CONST D3DXCOLOR *pC1, CONST D3DXCOLOR *pC2);"
"extern\include\d3dx9math.h","1243","E: external artifact / not included by normal D3D9-free build","D3DXCOLOR* D3DXColorSubtract"
"extern\include\d3dx9math.h","1244","E: external artifact / not included by normal D3D9-free build","(D3DXCOLOR *pOut, CONST D3DXCOLOR *pC1, CONST D3DXCOLOR *pC2);"
"extern\include\d3dx9math.h","1246","E: external artifact / not included by normal D3D9-free build","D3DXCOLOR* D3DXColorScale"
"extern\include\d3dx9math.h","1247","E: external artifact / not included by normal D3D9-free build","(D3DXCOLOR *pOut, CONST D3DXCOLOR *pC, FLOAT s);"
"extern\include\d3dx9math.h","1250","E: external artifact / not included by normal D3D9-free build","D3DXCOLOR* D3DXColorModulate"
"extern\include\d3dx9math.h","1251","E: external artifact / not included by normal D3D9-free build","(D3DXCOLOR *pOut, CONST D3DXCOLOR *pC1, CONST D3DXCOLOR *pC2);"
"extern\include\d3dx9math.h","1254","E: external artifact / not included by normal D3D9-free build","D3DXCOLOR* D3DXColorLerp"
"extern\include\d3dx9math.h","1255","E: external artifact / not included by normal D3D9-free build","(D3DXCOLOR *pOut, CONST D3DXCOLOR *pC1, CONST D3DXCOLOR *pC2, FLOAT s);"
"extern\include\d3dx9math.h","1264","E: external artifact / not included by normal D3D9-free build","D3DXCOLOR* WINAPI D3DXColorAdjustSaturation"
"extern\include\d3dx9math.h","1265","E: external artifact / not included by normal D3D9-free build","(D3DXCOLOR *pOut, CONST D3DXCOLOR *pC, FLOAT s);"
"extern\include\d3dx9math.h","1268","E: external artifact / not included by normal D3D9-free build","D3DXCOLOR* WINAPI D3DXColorAdjustContrast"
"extern\include\d3dx9math.h","1269","E: external artifact / not included by normal D3D9-free build","(D3DXCOLOR *pOut, CONST D3DXCOLOR *pC, FLOAT c);"
"extern\include\d3dx9math.h","1288","E: external artifact / not included by normal D3D9-free build","FLOAT WINAPI D3DXFresnelTerm"
"extern\include\d3dx9math.h","1303","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXMatrixStack ID3DXMatrixStack;"
"extern\include\d3dx9math.h","1304","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXMatrixStack *LPD3DXMATRIXSTACK;"
"extern\include\d3dx9math.h","1307","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXMatrixStack,"
"extern\include\d3dx9math.h","1312","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXMatrixStack"
"extern\include\d3dx9math.h","1314","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXMatrixStack, IUnknown)"
"extern\include\d3dx9math.h","1324","E: external artifact / not included by normal D3D9-free build","// ID3DXMatrixStack methods"
"extern\include\d3dx9math.h","1338","E: external artifact / not included by normal D3D9-free build","STDMETHOD(LoadMatrix)(THIS_ CONST D3DXMATRIX* pM ) PURE;"
"extern\include\d3dx9math.h","1342","E: external artifact / not included by normal D3D9-free build","STDMETHOD(MultMatrix)(THIS_ CONST D3DXMATRIX* pM ) PURE;"
"extern\include\d3dx9math.h","1346","E: external artifact / not included by normal D3D9-free build","STDMETHOD(MultMatrixLocal)(THIS_ CONST D3DXMATRIX* pM ) PURE;"
"extern\include\d3dx9math.h","1352","E: external artifact / not included by normal D3D9-free build","(THIS_ CONST D3DXVECTOR3* pV, FLOAT Angle) PURE;"
"extern\include\d3dx9math.h","1358","E: external artifact / not included by normal D3D9-free build","(THIS_ CONST D3DXVECTOR3* pV, FLOAT Angle) PURE;"
"extern\include\d3dx9math.h","1395","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXMATRIX*, GetTop)(THIS) PURE;"
"extern\include\d3dx9math.h","1403","E: external artifact / not included by normal D3D9-free build","D3DXCreateMatrixStack("
"extern\include\d3dx9math.h","1405","E: external artifact / not included by normal D3D9-free build","LPD3DXMATRIXSTACK*  ppStack);"
"extern\include\d3dx9math.h","1436","E: external artifact / not included by normal D3D9-free build","#define D3DXSH_MINORDER 2"
"extern\include\d3dx9math.h","1437","E: external artifact / not included by normal D3D9-free build","#define D3DXSH_MAXORDER 6"
"extern\include\d3dx9math.h","1441","E: external artifact / not included by normal D3D9-free build","//  D3DXSHEvalDirection:"
"extern\include\d3dx9math.h","1456","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHEvalDirection"
"extern\include\d3dx9math.h","1457","E: external artifact / not included by normal D3D9-free build","(  FLOAT *pOut, UINT Order, CONST D3DXVECTOR3 *pDir );"
"extern\include\d3dx9math.h","1461","E: external artifact / not included by normal D3D9-free build","//  D3DXSHRotate:"
"extern\include\d3dx9math.h","1479","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHRotate"
"extern\include\d3dx9math.h","1480","E: external artifact / not included by normal D3D9-free build","( FLOAT *pOut, UINT Order, CONST D3DXMATRIX *pMatrix, CONST FLOAT *pIn );"
"extern\include\d3dx9math.h","1484","E: external artifact / not included by normal D3D9-free build","//  D3DXSHRotateZ:"
"extern\include\d3dx9math.h","1502","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHRotateZ"
"extern\include\d3dx9math.h","1507","E: external artifact / not included by normal D3D9-free build","//  D3DXSHAdd:"
"extern\include\d3dx9math.h","1524","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHAdd"
"extern\include\d3dx9math.h","1529","E: external artifact / not included by normal D3D9-free build","//  D3DXSHScale:"
"extern\include\d3dx9math.h","1546","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHScale"
"extern\include\d3dx9math.h","1551","E: external artifact / not included by normal D3D9-free build","//  D3DXSHDot:"
"extern\include\d3dx9math.h","1565","E: external artifact / not included by normal D3D9-free build","FLOAT WINAPI D3DXSHDot"
"extern\include\d3dx9math.h","1570","E: external artifact / not included by normal D3D9-free build","//  D3DXSHMultiply[O]:"
"extern\include\d3dx9math.h","1592","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHMultiply2( FLOAT *pOut, CONST FLOAT *pF, CONST FLOAT *pG);"
"extern\include\d3dx9math.h","1593","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHMultiply3( FLOAT *pOut, CONST FLOAT *pF, CONST FLOAT *pG);"
"extern\include\d3dx9math.h","1594","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHMultiply4( FLOAT *pOut, CONST FLOAT *pF, CONST FLOAT *pG);"
"extern\include\d3dx9math.h","1595","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHMultiply5( FLOAT *pOut, CONST FLOAT *pF, CONST FLOAT *pG);"
"extern\include\d3dx9math.h","1596","E: external artifact / not included by normal D3D9-free build","FLOAT* WINAPI D3DXSHMultiply6( FLOAT *pOut, CONST FLOAT *pF, CONST FLOAT *pG);"
"extern\include\d3dx9math.h","1607","E: external artifact / not included by normal D3D9-free build","//  D3DXSHEvalDirectionalLight:"
"extern\include\d3dx9math.h","1635","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXSHEvalDirectionalLight"
"extern\include\d3dx9math.h","1636","E: external artifact / not included by normal D3D9-free build","( UINT Order, CONST D3DXVECTOR3 *pDir,"
"extern\include\d3dx9math.h","1642","E: external artifact / not included by normal D3D9-free build","//  D3DXSHEvalSphericalLight:"
"extern\include\d3dx9math.h","1672","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXSHEvalSphericalLight"
"extern\include\d3dx9math.h","1673","E: external artifact / not included by normal D3D9-free build","( UINT Order, CONST D3DXVECTOR3 *pPos, FLOAT Radius,"
"extern\include\d3dx9math.h","1679","E: external artifact / not included by normal D3D9-free build","//  D3DXSHEvalConeLight:"
"extern\include\d3dx9math.h","1710","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXSHEvalConeLight"
"extern\include\d3dx9math.h","1711","E: external artifact / not included by normal D3D9-free build","( UINT Order, CONST D3DXVECTOR3 *pDir, FLOAT Radius,"
"extern\include\d3dx9math.h","1717","E: external artifact / not included by normal D3D9-free build","//  D3DXSHEvalHemisphereLight:"
"extern\include\d3dx9math.h","1747","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXSHEvalHemisphereLight"
"extern\include\d3dx9math.h","1748","E: external artifact / not included by normal D3D9-free build","( UINT Order, CONST D3DXVECTOR3 *pDir, D3DXCOLOR Top, D3DXCOLOR Bottom,"
"extern\include\d3dx9math.h","1759","E: external artifact / not included by normal D3D9-free build","//  D3DXSHProjectCubeMap:"
"extern\include\d3dx9math.h","1777","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXSHProjectCubeMap"
"extern\include\d3dx9math.h","1787","E: external artifact / not included by normal D3D9-free build","#include ""d3dx9math.inl"""
"extern\include\d3dx9math.h","1795","E: external artifact / not included by normal D3D9-free build","#endif // __D3DX9MATH_H__"
"extern\include\d3dx9effect.h","6","E: external artifact / not included by normal D3D9-free build","//  File:       d3dx9effect.h"
"extern\include\d3dx9effect.h","7","E: external artifact / not included by normal D3D9-free build","//  Content:    D3DX effect types and Shaders"
"extern\include\d3dx9effect.h","11","E: external artifact / not included by normal D3D9-free build","#include ""d3dx9.h"""
"extern\include\d3dx9effect.h","13","E: external artifact / not included by normal D3D9-free build","#ifndef __D3DX9EFFECT_H__"
"extern\include\d3dx9effect.h","14","E: external artifact / not included by normal D3D9-free build","#define __D3DX9EFFECT_H__"
"extern\include\d3dx9effect.h","18","E: external artifact / not included by normal D3D9-free build","// D3DXFX_DONOTSAVESTATE"
"extern\include\d3dx9effect.h","19","E: external artifact / not included by normal D3D9-free build","//   This flag is used as a parameter to ID3DXEffect::Begin().  When this flag"
"extern\include\d3dx9effect.h","21","E: external artifact / not included by normal D3D9-free build","// D3DXFX_DONOTSAVESHADERSTATE"
"extern\include\d3dx9effect.h","22","E: external artifact / not included by normal D3D9-free build","//   This flag is used as a parameter to ID3DXEffect::Begin().  When this flag"
"extern\include\d3dx9effect.h","25","E: external artifact / not included by normal D3D9-free build","// D3DXFX_DONOTSAVESAMPLERSTATE"
"extern\include\d3dx9effect.h","26","E: external artifact / not included by normal D3D9-free build","//   This flag is used as a parameter to ID3DXEffect::Begin(). When this flag"
"extern\include\d3dx9effect.h","28","E: external artifact / not included by normal D3D9-free build","// D3DXFX_NOT_CLONEABLE"
"extern\include\d3dx9effect.h","29","E: external artifact / not included by normal D3D9-free build","//   This flag is used as a parameter to the D3DXCreateEffect family of APIs."
"extern\include\d3dx9effect.h","36","E: external artifact / not included by normal D3D9-free build","#define D3DXFX_DONOTSAVESTATE         (1 << 0)"
"extern\include\d3dx9effect.h","37","E: external artifact / not included by normal D3D9-free build","#define D3DXFX_DONOTSAVESHADERSTATE   (1 << 1)"
"extern\include\d3dx9effect.h","38","E: external artifact / not included by normal D3D9-free build","#define D3DXFX_DONOTSAVESAMPLERSTATE  (1 << 2)"
"extern\include\d3dx9effect.h","40","E: external artifact / not included by normal D3D9-free build","#define D3DXFX_NOT_CLONEABLE          (1 << 11)"
"extern\include\d3dx9effect.h","41","E: external artifact / not included by normal D3D9-free build","#define D3DXFX_LARGEADDRESSAWARE      (1 << 17)"
"extern\include\d3dx9effect.h","44","E: external artifact / not included by normal D3D9-free build","// D3DX_PARAMETER_SHARED"
"extern\include\d3dx9effect.h","49","E: external artifact / not included by normal D3D9-free build","// D3DX_PARAMETER_LITERAL"
"extern\include\d3dx9effect.h","56","E: external artifact / not included by normal D3D9-free build","#define D3DX_PARAMETER_SHARED       (1 << 0)"
"extern\include\d3dx9effect.h","57","E: external artifact / not included by normal D3D9-free build","#define D3DX_PARAMETER_LITERAL      (1 << 1)"
"extern\include\d3dx9effect.h","58","E: external artifact / not included by normal D3D9-free build","#define D3DX_PARAMETER_ANNOTATION   (1 << 2)"
"extern\include\d3dx9effect.h","61","E: external artifact / not included by normal D3D9-free build","// D3DXEFFECT_DESC:"
"extern\include\d3dx9effect.h","64","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXEFFECT_DESC"
"extern\include\d3dx9effect.h","71","E: external artifact / not included by normal D3D9-free build","} D3DXEFFECT_DESC;"
"extern\include\d3dx9effect.h","75","E: external artifact / not included by normal D3D9-free build","// D3DXPARAMETER_DESC:"
"extern\include\d3dx9effect.h","78","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXPARAMETER_DESC"
"extern\include\d3dx9effect.h","82","E: external artifact / not included by normal D3D9-free build","D3DXPARAMETER_CLASS Class;          // Class"
"extern\include\d3dx9effect.h","83","E: external artifact / not included by normal D3D9-free build","D3DXPARAMETER_TYPE Type;            // Component type"
"extern\include\d3dx9effect.h","89","E: external artifact / not included by normal D3D9-free build","DWORD Flags;                        // D3DX_PARAMETER_* flags"
"extern\include\d3dx9effect.h","92","E: external artifact / not included by normal D3D9-free build","} D3DXPARAMETER_DESC;"
"extern\include\d3dx9effect.h","96","E: external artifact / not included by normal D3D9-free build","// D3DXTECHNIQUE_DESC:"
"extern\include\d3dx9effect.h","99","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXTECHNIQUE_DESC"
"extern\include\d3dx9effect.h","105","E: external artifact / not included by normal D3D9-free build","} D3DXTECHNIQUE_DESC;"
"extern\include\d3dx9effect.h","109","E: external artifact / not included by normal D3D9-free build","// D3DXPASS_DESC:"
"extern\include\d3dx9effect.h","112","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXPASS_DESC"
"extern\include\d3dx9effect.h","120","E: external artifact / not included by normal D3D9-free build","} D3DXPASS_DESC;"
"extern\include\d3dx9effect.h","124","E: external artifact / not included by normal D3D9-free build","// D3DXFUNCTION_DESC:"
"extern\include\d3dx9effect.h","127","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXFUNCTION_DESC"
"extern\include\d3dx9effect.h","132","E: external artifact / not included by normal D3D9-free build","} D3DXFUNCTION_DESC;"
"extern\include\d3dx9effect.h","137","E: external artifact / not included by normal D3D9-free build","// ID3DXEffectPool ///////////////////////////////////////////////////////////"
"extern\include\d3dx9effect.h","140","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXEffectPool ID3DXEffectPool;"
"extern\include\d3dx9effect.h","141","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXEffectPool *LPD3DXEFFECTPOOL;"
"extern\include\d3dx9effect.h","144","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXEffectPool,"
"extern\include\d3dx9effect.h","149","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXEffectPool"
"extern\include\d3dx9effect.h","151","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXEffectPool, IUnknown)"
"extern\include\d3dx9effect.h","163","E: external artifact / not included by normal D3D9-free build","// ID3DXBaseEffect ///////////////////////////////////////////////////////////"
"extern\include\d3dx9effect.h","166","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXBaseEffect ID3DXBaseEffect;"
"extern\include\d3dx9effect.h","167","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXBaseEffect *LPD3DXBASEEFFECT;"
"extern\include\d3dx9effect.h","170","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXBaseEffect,"
"extern\include\d3dx9effect.h","175","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXBaseEffect"
"extern\include\d3dx9effect.h","177","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXBaseEffect, IUnknown)"
"extern\include\d3dx9effect.h","185","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetDesc)(THIS_ D3DXEFFECT_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","186","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetParameterDesc)(THIS_ D3DXHANDLE hParameter, D3DXPARAMETER_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","187","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetTechniqueDesc)(THIS_ D3DXHANDLE hTechnique, D3DXTECHNIQUE_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","188","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetPassDesc)(THIS_ D3DXHANDLE hPass, D3DXPASS_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","189","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetFunctionDesc)(THIS_ D3DXHANDLE hShader, D3DXFUNCTION_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","192","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetParameter)(THIS_ D3DXHANDLE hParameter, UINT Index) PURE;"
"extern\include\d3dx9effect.h","193","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetParameterByName)(THIS_ D3DXHANDLE hParameter, LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","194","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetParameterBySemantic)(THIS_ D3DXHANDLE hParameter, LPCSTR pSemantic) PURE;"
"extern\include\d3dx9effect.h","195","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetParameterElement)(THIS_ D3DXHANDLE hParameter, UINT Index) PURE;"
"extern\include\d3dx9effect.h","196","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetTechnique)(THIS_ UINT Index) PURE;"
"extern\include\d3dx9effect.h","197","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetTechniqueByName)(THIS_ LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","198","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetPass)(THIS_ D3DXHANDLE hTechnique, UINT Index) PURE;"
"extern\include\d3dx9effect.h","199","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetPassByName)(THIS_ D3DXHANDLE hTechnique, LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","200","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetFunction)(THIS_ UINT Index) PURE;"
"extern\include\d3dx9effect.h","201","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetFunctionByName)(THIS_ LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","202","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetAnnotation)(THIS_ D3DXHANDLE hObject, UINT Index) PURE;"
"extern\include\d3dx9effect.h","203","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetAnnotationByName)(THIS_ D3DXHANDLE hObject, LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","206","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetValue)(THIS_ D3DXHANDLE hParameter, LPCVOID pData, UINT Bytes) PURE;"
"extern\include\d3dx9effect.h","207","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetValue)(THIS_ D3DXHANDLE hParameter, LPVOID pData, UINT Bytes) PURE;"
"extern\include\d3dx9effect.h","208","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetBool)(THIS_ D3DXHANDLE hParameter, BOOL b) PURE;"
"extern\include\d3dx9effect.h","209","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetBool)(THIS_ D3DXHANDLE hParameter, BOOL* pb) PURE;"
"extern\include\d3dx9effect.h","210","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetBoolArray)(THIS_ D3DXHANDLE hParameter, CONST BOOL* pb, UINT Count) PURE;"
"extern\include\d3dx9effect.h","211","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetBoolArray)(THIS_ D3DXHANDLE hParameter, BOOL* pb, UINT Count) PURE;"
"extern\include\d3dx9effect.h","212","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetInt)(THIS_ D3DXHANDLE hParameter, INT n) PURE;"
"extern\include\d3dx9effect.h","213","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetInt)(THIS_ D3DXHANDLE hParameter, INT* pn) PURE;"
"extern\include\d3dx9effect.h","214","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetIntArray)(THIS_ D3DXHANDLE hParameter, CONST INT* pn, UINT Count) PURE;"
"extern\include\d3dx9effect.h","215","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetIntArray)(THIS_ D3DXHANDLE hParameter, INT* pn, UINT Count) PURE;"
"extern\include\d3dx9effect.h","216","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetFloat)(THIS_ D3DXHANDLE hParameter, FLOAT f) PURE;"
"extern\include\d3dx9effect.h","217","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetFloat)(THIS_ D3DXHANDLE hParameter, FLOAT* pf) PURE;"
"extern\include\d3dx9effect.h","218","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetFloatArray)(THIS_ D3DXHANDLE hParameter, CONST FLOAT* pf, UINT Count) PURE;"
"extern\include\d3dx9effect.h","219","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetFloatArray)(THIS_ D3DXHANDLE hParameter, FLOAT* pf, UINT Count) PURE;"
"extern\include\d3dx9effect.h","220","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetVector)(THIS_ D3DXHANDLE hParameter, CONST D3DXVECTOR4* pVector) PURE;"
"extern\include\d3dx9effect.h","221","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetVector)(THIS_ D3DXHANDLE hParameter, D3DXVECTOR4* pVector) PURE;"
"extern\include\d3dx9effect.h","222","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetVectorArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXVECTOR4* pVector, UINT Count) PURE;"
"extern\include\d3dx9effect.h","223","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetVectorArray)(THIS_ D3DXHANDLE hParameter, D3DXVECTOR4* pVector, UINT Count) PURE;"
"extern\include\d3dx9effect.h","224","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrix)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX* pMatrix) PURE;"
"extern\include\d3dx9effect.h","225","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrix)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX* pMatrix) PURE;"
